2024-01-29 19:41:51 | INFO | model_worker | args: Namespace(host='localhost', port=21002, worker_address='http://localhost:21002', controller_address='http://localhost:21001', model_path='/data/tir/projects/tir6/bisk/ruiyiwan/selftrain/init-selftrain-round-2-base/Mistral-7B-v0.1', revision='main', device='cuda', gpus=None, num_gpus=2, max_gpu_memory=None, dtype=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, enable_exllama=False, exllama_max_seq_len=4096, exllama_gpu_split=None, exllama_cache_8bit=False, enable_xft=False, xft_max_seq_len=4096, xft_dtype=None, model_names=None, conv_template=None, embed_in_truncate=False, limit_worker_concurrency=5, stream_interval=2, no_register=False, seed=None, debug=False, ssl=False)
2024-01-29 19:41:51 | INFO | model_worker | Loading the model ['Mistral-7B-v0.1'] on worker 21e7c8a5 ...
2024-01-29 19:41:52 | ERROR | stderr | Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
2024-01-29 19:42:13 | ERROR | stderr | Loading checkpoint shards:  50%|█████     | 1/2 [00:21<00:21, 21.57s/it]
2024-01-29 19:42:28 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:35<00:00, 17.23s/it]
2024-01-29 19:42:28 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:35<00:00, 17.89s/it]
2024-01-29 19:42:28 | ERROR | stderr | 
2024-01-29 19:42:28 | INFO | model_worker | Register to controller
2024-01-29 19:42:28 | ERROR | stderr | INFO:     Started server process [2865221]
2024-01-29 19:42:28 | ERROR | stderr | INFO:     Waiting for application startup.
2024-01-29 19:42:28 | ERROR | stderr | INFO:     Application startup complete.
2024-01-29 19:42:28 | ERROR | stderr | INFO:     Uvicorn running on http://localhost:21002 (Press CTRL+C to quit)
2024-01-29 19:43:13 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: None. call_ct: 0. worker_id: 21e7c8a5. 
2024-01-29 19:43:58 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: None. call_ct: 0. worker_id: 21e7c8a5. 
2024-01-29 19:44:43 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: None. call_ct: 0. worker_id: 21e7c8a5. 
2024-01-29 19:44:50 | INFO | stdout | INFO:     ::1:48110 - "POST /worker_get_conv_template HTTP/1.1" 200 OK
2024-01-29 19:44:50 | INFO | stdout | INFO:     ::1:48126 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:44:50 | INFO | stdout | INFO:     ::1:48134 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:44:58 | INFO | stdout | INFO:     ::1:48136 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:44:58 | INFO | stdout | INFO:     ::1:39928 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:44:58 | INFO | stdout | INFO:     ::1:39938 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:06 | INFO | stdout | INFO:     ::1:39952 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:06 | INFO | stdout | INFO:     ::1:40396 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:06 | INFO | stdout | INFO:     ::1:40398 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:14 | INFO | stdout | INFO:     ::1:40408 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:14 | INFO | stdout | INFO:     ::1:34646 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:14 | INFO | stdout | INFO:     ::1:34656 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:21 | INFO | stdout | INFO:     ::1:34672 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:21 | INFO | stdout | INFO:     ::1:34684 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:21 | INFO | stdout | INFO:     ::1:34698 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:28 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: Semaphore(value=4, locked=False). call_ct: 5. worker_id: 21e7c8a5. 
2024-01-29 19:45:29 | INFO | stdout | INFO:     ::1:34706 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:29 | INFO | stdout | INFO:     ::1:57738 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:29 | INFO | stdout | INFO:     ::1:57740 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:36 | INFO | stdout | INFO:     ::1:57746 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:36 | INFO | stdout | INFO:     ::1:35572 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:36 | INFO | stdout | INFO:     ::1:35582 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:44 | INFO | stdout | INFO:     ::1:35598 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:44 | INFO | stdout | INFO:     ::1:49212 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:44 | INFO | stdout | INFO:     ::1:49226 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:52 | INFO | stdout | INFO:     ::1:49230 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:52 | INFO | stdout | INFO:     ::1:49246 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:52 | INFO | stdout | INFO:     ::1:49260 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:45:59 | INFO | stdout | INFO:     ::1:49268 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:45:59 | INFO | stdout | INFO:     ::1:39804 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:45:59 | INFO | stdout | INFO:     ::1:39810 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:46:07 | INFO | stdout | INFO:     ::1:39822 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:46:07 | INFO | stdout | INFO:     ::1:34318 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:46:07 | INFO | stdout | INFO:     ::1:34332 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:46:13 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: Semaphore(value=4, locked=False). call_ct: 11. worker_id: 21e7c8a5. 
2024-01-29 19:46:14 | INFO | stdout | INFO:     ::1:34348 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:46:14 | INFO | stdout | INFO:     ::1:36136 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:46:14 | INFO | stdout | INFO:     ::1:36138 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:46:22 | INFO | stdout | INFO:     ::1:36140 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:46:22 | INFO | stdout | INFO:     ::1:36144 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:46:22 | INFO | stdout | INFO:     ::1:36148 - "POST /count_token HTTP/1.1" 200 OK
