2024-01-29 20:22:55 | INFO | model_worker | args: Namespace(host='localhost', port=21002, worker_address='http://localhost:21002', controller_address='http://localhost:21001', model_path='/data/tir/projects/tir6/bisk/ruiyiwan/selftrain/init-selftrain-round-2-base/Mistral-7B-v0.1', revision='main', device='cuda', gpus=None, num_gpus=4, max_gpu_memory=None, dtype=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, enable_exllama=False, exllama_max_seq_len=4096, exllama_gpu_split=None, exllama_cache_8bit=False, enable_xft=False, xft_max_seq_len=4096, xft_dtype=None, model_names=None, conv_template=None, embed_in_truncate=False, limit_worker_concurrency=5, stream_interval=2, no_register=False, seed=None, debug=False, ssl=False)
2024-01-29 20:22:55 | INFO | model_worker | Loading the model ['Mistral-7B-v0.1'] on worker dc88e740 ...
2024-01-29 20:22:57 | ERROR | stderr | Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
2024-01-29 20:23:18 | ERROR | stderr | Loading checkpoint shards:  50%|█████     | 1/2 [00:21<00:21, 21.67s/it]
2024-01-29 20:23:23 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:26<00:00, 11.82s/it]
2024-01-29 20:23:23 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:26<00:00, 13.30s/it]
2024-01-29 20:23:23 | ERROR | stderr | 
2024-01-29 20:23:24 | INFO | model_worker | Register to controller
2024-01-29 20:23:24 | ERROR | stderr | INFO:     Started server process [6185]
2024-01-29 20:23:24 | ERROR | stderr | INFO:     Waiting for application startup.
2024-01-29 20:23:24 | ERROR | stderr | INFO:     Application startup complete.
2024-01-29 20:23:24 | ERROR | stderr | INFO:     Uvicorn running on http://localhost:21002 (Press CTRL+C to quit)
2024-01-29 20:24:09 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-v0.1']. Semaphore: None. call_ct: 0. worker_id: dc88e740. 
2024-01-29 20:24:24 | INFO | stdout | INFO:     ::1:42566 - "POST /worker_get_conv_template HTTP/1.1" 200 OK
2024-01-29 20:24:24 | INFO | stdout | INFO:     ::1:42580 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 20:24:24 | INFO | stdout | INFO:     ::1:42594 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 20:24:35 | INFO | stdout | INFO:     ::1:42598 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 20:24:35 | INFO | stdout | INFO:     ::1:35628 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 20:24:35 | INFO | stdout | INFO:     ::1:35642 - "POST /count_token HTTP/1.1" 200 OK
