2024-01-29 19:41:48 | INFO | controller | args: Namespace(host='localhost', port=21001, dispatch_method='shortest_queue', ssl=False)
2024-01-29 19:41:48 | ERROR | stderr | INFO:     Started server process [2865220]
2024-01-29 19:41:48 | ERROR | stderr | INFO:     Waiting for application startup.
2024-01-29 19:41:48 | ERROR | stderr | INFO:     Application startup complete.
2024-01-29 19:41:48 | ERROR | stderr | INFO:     Uvicorn running on http://localhost:21001 (Press CTRL+C to quit)
2024-01-29 19:42:28 | INFO | controller | Register a new worker: http://localhost:21002
2024-01-29 19:42:28 | INFO | controller | Register done: http://localhost:21002, {'model_names': ['Mistral-7B-v0.1'], 'speed': 1, 'queue_length': 0}
2024-01-29 19:42:28 | INFO | stdout | INFO:     ::1:49200 - "POST /register_worker HTTP/1.1" 200 OK
2024-01-29 19:43:13 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:43:13 | INFO | stdout | INFO:     ::1:33898 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:43:58 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:43:58 | INFO | stdout | INFO:     ::1:50828 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:44:43 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:44:43 | INFO | stdout | INFO:     ::1:48014 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:44:50 | INFO | stdout | INFO:     ::1:48018 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:44:50 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [0.0], ret: http://localhost:21002
2024-01-29 19:44:50 | INFO | stdout | INFO:     ::1:48030 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:44:58 | INFO | stdout | INFO:     ::1:49000 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:44:58 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [1.0], ret: http://localhost:21002
2024-01-29 19:44:58 | INFO | stdout | INFO:     ::1:49012 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:06 | INFO | stdout | INFO:     ::1:42568 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:06 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [2.0], ret: http://localhost:21002
2024-01-29 19:45:06 | INFO | stdout | INFO:     ::1:42584 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:14 | INFO | stdout | INFO:     ::1:42202 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:14 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [3.0], ret: http://localhost:21002
2024-01-29 19:45:14 | INFO | stdout | INFO:     ::1:42206 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:21 | INFO | stdout | INFO:     ::1:42222 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:21 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [4.0], ret: http://localhost:21002
2024-01-29 19:45:21 | INFO | stdout | INFO:     ::1:42234 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:28 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:45:28 | INFO | stdout | INFO:     ::1:58700 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:45:29 | INFO | stdout | INFO:     ::1:58712 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:29 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [0.0], ret: http://localhost:21002
2024-01-29 19:45:29 | INFO | stdout | INFO:     ::1:58724 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:36 | INFO | stdout | INFO:     ::1:55612 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:36 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [1.0], ret: http://localhost:21002
2024-01-29 19:45:36 | INFO | stdout | INFO:     ::1:55618 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:44 | INFO | stdout | INFO:     ::1:53126 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:44 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [2.0], ret: http://localhost:21002
2024-01-29 19:45:44 | INFO | stdout | INFO:     ::1:53142 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:45:52 | INFO | stdout | INFO:     ::1:53150 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:45:52 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [3.0], ret: http://localhost:21002
2024-01-29 19:45:52 | INFO | stdout | INFO:     ::1:53158 - "POST /get_worker_address HTTP/1.1" 200 OK
